,TOOL_NAME,LOTID,GLSID,RECIPEID,MODEL_NAME,TIME_STAMP,PAS?∞Îèô?¨Î?,MP_ALLSTEP.INNER_TEMP.Mean,MP_ALLSTEP.INNER_TEMP.Stdev,MP_ALLSTEP.OUTER_TEMP.Mean,MP_ALLSTEP.OUTER_TEMP.Stdev,MP_ALLSTEP.WALLHTR_TEMP1.Mean,MP_ALLSTEP.WALLHTR_TEMP1.Stdev,MP_STEP1_First10sec.PC_PRESSURE.Area,MP_STEP1_First10sec.PC_PRESSURE.Min,MP_STEP3.MATCHER_VDC.Mean,MP_STEP3.MATCHER_VDC.Stdev,MP_STEP3.MATCHER_VPP.Mean,MP_STEP3.MATCHER_VPP.Stdev,MP_STEP3.N2_FLOW.Mean,MP_STEP3.N2_FLOW.Stdev,MP_STEP3.NH3_FLOW.Mean,MP_STEP3.NH3_FLOW.Stdev,MP_STEP3.PC_PRESSURE.Stdev,MP_STEP3.PC_TV_ANGLE.Mean,MP_STEP3.PC_TV_ANGLE.Stdev,MP_STEP3.RFGEN_FORWARD.Mean,MP_STEP3.RFGEN_FORWARD.Stdev,MP_STEP3_No_Shift.RFGEN_REFLECT.Max,MP_STEP4.MATCHER_VDC.Mean,MP_STEP4.MATCHER_VDC.Stdev,MP_STEP4.MATCHER_VPP.Mean,MP_STEP4.MATCHER_VPP.Stdev,MP_STEP4.N2_FLOW.Mean,MP_STEP4.N2_FLOW.Stdev,MP_STEP4.NH3_FLOW.Mean,MP_STEP4.NH3_FLOW.Stdev,MP_STEP4.PC_PRESSURE.Stdev,MP_STEP4.PC_TV_ANGLE.Mean,MP_STEP4.PC_TV_ANGLE.Stdev,MP_STEP4.RFGEN_FORWARD.Mean,MP_STEP4.RFGEN_FORWARD.Stdev,MP_STEP4.SIH4_FLOW.Mean,MP_STEP4.SIH4_FLOW.Stdev,MP_STEP4_No_Shift.RFGEN_REFLECT.Max,MP_STEP5_to_Last_PWR_Lift.RFGEN_REFLECT.Max,MP_STEP4.EI2.Max,MP_STEP4.EI3.Max,MP_STEP4.EI4.Max,Normal/Abnormal,Ï∂îÍ??ïÎ≥¥_Data_Resume
1482,Tool2,P8CB1600EU00,P8CB1600CN04,RUN_1ST_23,CB,2011-06-07 8:00,OK,339.46,0.498699386,359.48,0.499904703,133.48,0.499831964,0.078125,0,36.89,0.317820863,1805.02,3.980000508,40021.16,19.39322127,25005.8,6.9595033,0,22.93,0.011599373,9890.37,1.896585752,1092.11,63.51,0.501094215,2590.53,2.677650336,66035.14,32.34457033,29013.62,23.65772609,0.000240486,33.24,0.067560816,22723.55,2.920975778,6787.54,1.965294624,221.45,670.94,99.21,98.93,98.48,Normal,Normal
1483,Tool3,P8CB1600EU00,P8CB1600CS20,RUN_1ST_23,CB,2011-06-07 8:04,OK,337.11,0.676951029,359,0,139.01,0.080581008,0.093,0,35.89,0.321038221,1986.16,4.045917735,40096.72,31.73460948,24986.61,17.89546533,0,20.54,0.014384849,9892.79,2.143308838,408.23,63.46,0.887083123,2964.96,2.922440598,66109.61,20.93861605,28995.3,12.90935765,0.000293053,31.09,0.047416701,22743.89,2.745005389,6784.21,2.490225138,200.7,266.62,98.95,99.47,100.29,Normal,Normal
1484,Tool4,P8CB1600F600,P8CB1600CU08,RUN_1ST_23,CB,2011-06-07 8:22,OK,339.37,0.48234592,359.34,0.47385169,137,0,0.09375,0,34,0,1883.49,3.769628763,40055.67,6.878240209,25012.51,5.498121593,0,23.03,0.009524026,9894.12,1.526526849,945.61,55.24,0.427845434,2740.7,3.798102759,66038.31,36.20343225,29020.42,7.805007478,0.000177093,33.54,0.071004574,22711.72,7.413551744,6804.65,2.439292369,144.05,154.79,99.96,99.97,99.6,Normal,Normal
1485,Tool3,P8CB1600EY00,P8CB1600D213,RUN_1ST_23,CB,2011-06-07 8:34,OK,338.95,0.562805729,359.15,0.356317248,140,0,0.082625,0,42.49,0.50552503,1986.51,4.82240143,40100.27,29.33286205,24985.11,22.19264278,0,20.91,0.0073718,9892.98,2.011843427,376.49,72.94,0.673650197,2955.01,2.463849713,66107.65,24.3155087,28995.1,12.24189374,0.000223815,31.76,0.056213452,22743.34,2.676909862,6784.8,1.977624046,160.65,545.93,99.82,99.64,99.51,Normal,Normal
1486,Tool3,P8CB1600EY00,P8CB1600D209,RUN_1ST_23,CB,2011-06-07 8:39,OK,338.97,0.60897497,359.39,0.487701939,140,0,0.08225,0,43.09,0.468179366,1984.24,5.005249769,40095.55,32.22987475,24983.76,21.64210541,0,21.03,0.012665072,9892.53,1.781476183,445.58,73.83,0.688038604,2951.55,2.450000776,66108.15,25.26025545,28995.89,9.941446559,0.000222323,31.91,0.054937288,22743.07,3.118570829,6783.58,2.314660541,177.26,972.96,99.88,99.6,99.23,Normal,Normal
1487,Tool2,P8CB1600FB00,P8CB1600CP07,RUN_1ST_23,CB,2011-06-07 8:56,OK,339.68,0.940819003,359.68,0.467745522,134,0,0.079625,0.01,33.02,0.149071198,1808.2,3.401871143,40026.53,16.98433123,25007.56,27.18465194,0.000660578,22.56,0.054378955,9889.28,2.05102533,896.29,58.49,0.656029497,2598.06,2.548884277,66035.92,31.92204451,29012.8,19.12535292,0.0001787,32.85,0.052300052,22723.68,2.694660088,6787.56,2.512859699,223.16,623.57,99.07,98.84,98.38,Normal,Normal
1488,Tool3,P8CB1600FE00,P8CB1600D516,RUN_1ST_23,CB,2011-06-07 9:20,NG,336.96,0.668123335,358.96,0.191187273,139.01,0.109592248,0.099375,0,34.22,0.420437483,1990.51,3.244731549,40096.36,13.96370925,24983.28,20.39525111,0,20.47,0.010035291,9892.04,1.509794215,384.79,61.41,0.940802529,2975.73,2.480305988,66105.04,26.11061892,28995.13,11.45165283,0.000276489,30.94,0.033819643,22743.39,2.787472912,6783.28,2.302424538,188,581.09,99.61,100.03,100.38,Normal,Normal
1489,Tool4,P8CB1600FE00,P8CB1600D514,RUN_1ST_23,CB,2011-06-07 9:21,NG,339.64,0.491371376,359.5,0.500392239,137,0,0.094625,0,31.07,0.25226249,1883,5.334280219,40050.78,13.73874157,25011.9,7.487024005,0,22.68,0.011000459,9869.99,1.65635237,1218.58,51,0.490653381,2743.59,2.987871598,66032.37,34.62206276,29020.23,7.164907931,0.000229092,33.1,0.08041052,22700.35,5.721567659,6804.23,1.091157933,102.3,500.03,100.22,100.03,99.29,Normal,Normal
1490,Tool4,P8CB1600FF00,P8CB1600D515,RUN_1ST_23,CB,2011-06-07 9:47,NG,339.08,0.619876899,359.39,0.487019781,137.76,0.430414358,0.088,0,34.89,0.317820863,1879.8,4.213614298,40048.83,24.54284762,25012.85,3.228708653,0,23.07,0.014536613,9898.55,1.481486606,1235.92,55.92,0.269901248,2735.76,3.147151892,66033.59,34.26466386,29019.75,6.466897741,0.000229594,33.61,0.06973555,22737.67,2.518289361,6804.03,2.096853438,103.03,264.66,100.2,99.75,98.91,Normal,Normal
1491,Tool1,P8CB1600FA00,P8CB1600D911,RUN_1ST_23,CB,2011-06-07 9:59,NG,338.77,0.63469247,359.41,0.491903271,137,0,0.120875,0.01,33.66,0.479494977,1995.7,4.791366002,40039.79,34.51506999,24984.81,5.64244636,0,23.3,0.011785611,10005.45,1.872794628,503.45,59.05,0.712329082,2983.83,3.98425884,66010.25,30.71633703,28990.85,6.341970136,0.000215936,33.95,0.062428802,22969.75,2.360971204,6804.67,1.42044586,118.17,136.48,98.51,98.12,97.57,Normal,Normal
1492,Tool1,P8CB1600FA00,P8CB1600CX18,RUN_1ST_23,CB,2011-06-07 10:02,NG,339.34,0.702964291,359.59,0.492650637,137,0,0.105125,0.01,34.33,0.476731295,1996.16,4.795620898,40029.79,36.57001998,24986.06,5.262039556,0,23.38,0.009806203,10006.35,2.22907809,494.66,60.2,0.646170241,2985.02,3.831987131,66011.04,30.70366061,28990.48,5.618210625,0.000182482,34.02,0.036957088,22970.31,2.793445203,6803.82,2.668215528,203.14,407.74,98.66,97.87,96.68,Normal,Normal
1493,Tool1,P8CB1600EJ00,P8CB1600B918,RUN_1ST_23,CB,2011-06-07 10:50,NG,338.62,0.486786289,359.13,0.335631758,136,0,0.100765,0.01,37.47,0.504524979,1990.98,4.075920916,40041.51,45.20625013,24985.52,4.919199768,0,23.7,0.023606625,10005.62,2.187667462,390.4,63.33,0.573527266,2955.99,3.172303624,66009.46,41.69177483,28990.46,6.370912574,0.00018205,34.48,0.066886057,22969.47,2.639403034,6804.02,1.67428128,229.02,307.88,99.55,97.95,96.16,Normal,Normal
1494,Tool4,P8CB1600EN00,P8CB1600CM05,RUN_1ST_23,CB,2011-06-07 11:03,OK,339.64,0.480293286,359.52,0.500028661,136.75,0.433362329,0.08875,0,32,0,1880.48,3.985372302,40054.93,12.68669331,25012.28,2.830152158,0,22.79,0.008781467,9899.79,1.782117187,1057.68,51.65,0.47814499,2734.92,3.370972846,66032.77,32.92194036,29020.64,12.1137502,0.000221806,33.2,0.050984253,22728.78,3.548781228,6804.97,1.929328172,138.19,104.01,100.02,99.63,98.42,Normal,Normal
1495,Tool3,P8CB1600F700,P8CB1600CT17,RUN_1ST_23,CB,2011-06-07 11:13,OK,337.11,0.552766513,358.28,0.45003718,136.99,0.077208104,0.087375,0,31.73,0.450510633,1988.02,2.929311661,40085.73,19.64014086,24986.4,19.87668426,0,20.21,0.014661436,9891.71,1.401319412,390.4,55.6,1.077377963,2965.64,2.663696461,66101.34,26.89361869,28993.98,17.20343406,0.000263631,30.72,0.058239345,22743.56,2.824775599,6784.21,2.666949194,136.48,577.43,100.4,100.03,99.43,Normal,Normal
1496,Tool4,P8CB1600CZ00,P8CB1600CZ08,RUN_1ST_23,CB,2011-06-07 13:26,OK,337.14,0.664511698,358.42,0.494024001,130.33,0.470269108,0.102125,0,26.16,0.369989429,1866.75,4.06416558,40047.61,8.433173097,25010.4,4.306966123,0,22.24,0.012275468,9901.53,1.803863193,1223.95,42.47,0.822302829,2695.58,4.205837384,66031.42,37.77914363,29019.47,7.630302961,0.000190444,32.55,0.050613155,22741.27,3.186278263,6805.08,1.713178929,61.04,476.35,101.71,100.22,96.82,Normal,Normal
1497,Tool1,P8CB1600CZ00,P8CB1600CZ06,RUN_1ST_23,CB,2011-06-07 13:28,OK,337.75,0.588543076,358.72,0.450975313,132,0,0.1015,0.01,37,0,2002.33,4.838294215,40003.09,40.25504682,24985.11,6.384888555,0,23.45,0.010214863,10005.66,1.738171604,358.66,63.45,0.499066561,2969.04,3.28819025,66005.24,35.32779325,28990.28,5.425106681,0.000207234,34.29,0.047674921,22972.51,2.906715604,6802.74,1.708844203,177.26,977.6,100.06,98.19,96.15,Normal,Normal
1498,Tool4,P8CB1600DK00,P8CB1600DK12,RUN_1ST_23,CB,2011-06-07 13:43,NG,339.36,0.481289787,359.14,0.347773558,130.33,0.470146515,0.087405,0,29,0,1874.14,3.413999285,40048.94,9.448102808,25010.75,4.53578222,0,22.46,0.010592889,9904.7,2.197206161,1256.42,47.51,0.569912482,2713.67,3.892493157,66032.87,33.53957201,29018.82,5.955853804,0.000263798,32.85,0.064242626,22750.04,3.333484353,6803.48,2.49504733,144.78,125.98,101.49,100.4,98.38,Normal,Normal
1499,Tool2,P8CB1600DK00,P8CB1600DK06,RUN_1ST_23,CB,2011-06-07 13:48,NG,339.4,0.489443951,359.16,0.368805804,131,0,0.07025,0,35,0,1805.41,3.649263588,40023.97,27.01035313,25006.8,6.461211138,0,22.67,0.013938858,9889.8,2.136683451,836.72,61.48,0.579494283,2592.12,2.488488868,66035.34,33.60015277,29012.77,15.75921604,0.000256461,32.95,0.06653091,22724.53,3.106979767,6787.59,3.088826326,272.97,435.82,99.47,98.6,97.03,Normal,Normal
1500,Tool1,P8CB16007B01,P8CB16007B18,RUN_1ST_23,CB,2011-06-07 17:18,OK,338.87,0.608276179,359.27,0.445347362,131.02,0.152902748,0.11417,0.01,36,0,1993.39,4.160813366,40023.14,36.70646954,24983.49,7.083464395,0,23.45,0.008577467,10005.24,1.95837513,423.85,60.56,0.497482904,2960.33,3.777579912,66007.99,28.0011194,28990.42,5.154932481,0.00023936,34.09,0.066410027,22970.79,2.440690318,6804.18,2.594219003,232.92,302.75,100.8,98.71,96.64,Normal,Normal
1501,Tool2,P8CB16007B01,P8CB16007B12,RUN_1ST_23,CB,2011-06-07 17:23,OK,339.18,0.709157067,359.31,0.461183532,130.18,0.383446637,0.079375,0,31.91,0.290803363,1805.82,3.798853727,40023.81,19.98932625,25005.97,10.01359911,0,22.46,0.018711112,9889.59,1.507927929,634.8,56.65,0.567562979,2591.47,7.217349374,66033.93,36.3427373,29011.85,12.17332612,0.000256461,32.64,0.030560361,22723.06,3.047252671,6787.85,7.855067393,251.72,241.47,99.98,98.88,97.24,Normal,Normal
1502,Tool3,P8CB1600G000,P8CB1600DA13,RUN_1ST_23,CB,2011-06-07 17:42,NG,339.42,0.494222149,359.32,0.465541774,133,0,0.07375,0,42.27,0.499471179,1981.5,3.878983324,40082.9,22.71512928,24986.82,24.06951487,0,20.96,0.016152026,9892.25,2.266686005,370.63,71.95,0.744573185,2942.59,2.107337573,66108.2,22.98699503,28995.46,11.76104961,0.000266704,31.75,0.052761923,22743.51,2.743084034,6783.81,2.804883835,162.61,289.57,101.25,99.29,98.04,Normal,Normal
1503,Tool4,P8CB1600G000,P8CB1600DA11,RUN_1ST_23,CB,2011-06-07 17:44,NG,338.33,0.626611039,359,0,132,0,0.09663,0,29,0,1878.69,3.88950933,40056.16,11.47554588,25011.7,4.166363546,0,22.55,0.01020002,9908.44,1.87232141,1066.47,47.49,0.586261031,2740.68,6.991204578,66039.69,37.4348469,29020.3,6.598406033,0.000164346,32.9,0.056406968,22753.7,2.413025662,6806,1.195444903,135.26,129.16,100.17,99.35,97.87,Normal,Normal
1504,Tool1,P8CB1600G300,P8CB1600DT14,RUN_1ST_23,CB,2011-06-07 18:16,OK,338.28,0.715410581,359.24,0.4264894,133,0,0.107625,0.01,32,0,1998.13,4.261881787,40003.09,49.88622195,24984.64,7.824370001,0,23.22,0.007732915,10005.62,1.92846337,434.11,57.01,0.656716759,2982.2,3.38638792,66010.1,29.36959966,28990.88,5.226674038,0.000225894,33.81,0.060980236,22970.45,2.277936649,6803.89,2.705276932,200.94,439.24,99.83,98.46,96.92,Normal,Normal
1505,Tool2,P8CB1600G500,P8CB1600CW01,RUN_1ST_23,CB,2011-06-07 18:38,OK,336.69,0.563657733,358.96,0.192822238,131,0,0.086625,0.01,28,0,1808.77,2.884309085,40020.31,19.46684103,25006.45,7.539639652,0.000450511,22.21,0.103437739,9889.63,1.54794527,789.11,50.57,0.907939387,2605.36,2.803818247,66030.96,32.52637003,29011.64,16.96719445,0.000191008,32.47,0.049654151,22723.16,2.830246211,6788.18,3.953006907,223.4,706.34,100.16,99.4,98.17,Normal,Normal
1506,Tool2,P8CB1600G600,P8CB1600DR04,RUN_1ST_23,CB,2011-06-07 18:42,OK,337.55,0.842707936,359.13,0.33970701,131,0,0.0855,0.01,29.04,0.208409077,1809.09,3.329088206,40023.6,20.11338301,25005.6,8.945325227,0.000317821,22.35,0.025921404,9889.72,2.169789613,861.38,52.6,0.886090527,2599.3,2.074730384,66030.42,35.3378914,29012.92,9.319371231,0.000266115,32.52,0.045024479,22723.32,2.912819526,6787.14,4.311505878,266.62,100.35,99.9,99.79,99.96,Normal,Normal
1507,Tool3,P8CB1600G600,P8CB1600DP13,RUN_1ST_23,CB,2011-06-07 18:50,OK,339.48,0.499876114,359.28,0.449411998,134,0,0.078,0,40,0,1988.75,3.761030289,40097.22,23.55594159,24985.85,21.2934397,0,20.74,0.008387421,9892.79,1.952937696,386.99,69.35,0.694625866,2964.5,2.462213326,66110.34,26.46464627,28994.4,15.66766816,0.000304395,31.62,0.050961783,22743.34,2.653170117,6784.59,2.536268332,154.31,785.69,100.12,99.87,100.25,Normal,Normal
1508,Tool4,P8CB1600G800,P8CB1600DP15,RUN_1ST_23,CB,2011-06-07 19:13,OK,339.97,0.621458809,359.62,0.484559522,134,0,0.101875,0,31,0,1886.51,4.444722214,40055.5,11.20555145,25011.77,9.228502799,0,22.69,0.008480518,9909.7,1.86507136,1039.13,50.39,0.524774515,2753.62,6.35777951,66037.53,30.15071768,29020.12,8.30763148,0.000164346,33.05,0.059750291,22754.89,2.465725775,6805.5,2.010162827,138.68,122.81,100.34,100.12,99.87,Normal,Normal
1509,Tool1,P8CB1600G900,P8CB1600CY09,RUN_1ST_23,CB,2011-06-07 19:30,OK,337.31,0.699963266,358.95,0.207665675,133,0,0.12075,0.01,30,0,2000.57,4.682464702,40018.81,24.28791494,24984.05,4.233179658,0,23.06,0.007621462,10005.91,1.760102552,428,54.28,0.711085953,2989.62,2.396973223,66007.71,34.48885409,28990.33,6.749763352,0.000275754,33.62,0.046033641,22970.8,2.245320082,6804.13,2.833139183,192.64,440.94,99.22,98.38,97.38,Normal,Normal
1510,Tool1,P8CB1600FG00,P8CB1600DS16,RUN_1ST_23,CB,2011-06-07 20:14,OK,339.14,0.729944198,359.32,0.467091508,133,0,0.104875,0.01,35.66,0.479494977,1991.77,4.252843844,40011.65,35.65029885,24984.53,5.483148003,0,23.47,0.017198014,10005.49,1.809748559,398.46,60.81,0.546630039,2965.69,2.985273916,66009.1,34.68196323,28989.58,5.314989405,0.000207234,34.27,0.028030778,22970.66,2.561423973,6803.07,2.498663244,222.43,176.28,99.96,98.38,96.53,Normal,Normal
1511,Tool2,P8CB1600FG00,P8CB1600DS15,RUN_1ST_23,CB,2011-06-07 20:15,OK,339.59,0.492801478,359.51,0.50033774,132,0,0.07825,0.01,32.55,0.503686201,1804.77,4.6097149,40024.64,29.68327754,25007.77,7.057004868,0.000390154,22.53,0.04297782,9889.3,1.871374591,860.89,57.85,0.475272136,2597.74,2.558077288,66033.86,30.4100008,29010.86,27.10907409,0.000212027,32.79,0.041091603,22723.02,2.940373769,6787.75,4.771167757,261,222.43,99.68,98.91,98.03,Normal,Normal
1512,Tool1,P8CB1600FG00,P8CB1600DS01,RUN_1ST_23,CB,2011-06-07 20:23,OK,339.66,0.496506657,359.55,0.498170482,133,0,0.103705,0.01,37,0,1994.82,4.636923234,40032.63,29.27542571,24985.85,5.908814719,0,23.64,0.010565411,10005.54,1.954298478,368.19,62.21,0.588101372,2964.8,3.81740082,66007.78,35.36670053,28990.52,6.630109917,0.000225894,34.46,0.072153292,22970.47,2.724753575,6803.55,1.596342369,163.1,650.92,99.97,98.37,96.56,Normal,Normal
1513,Tool4,P8CB1600FG00,P8CB1600D615,RUN_1ST_23,CB,2011-06-07 20:24,OK,337.09,0.654248798,358.76,0.42685361,133.01,0.09462883,0.097875,0.01,25.89,0.321038221,1883.02,3.474081015,40058.26,13.94727315,25012.14,3.975906489,0,22.35,0.011511094,9908.15,1.672855092,1143.38,41.78,0.795881402,2742.9,3.655898166,66036.39,29.95781625,29020.26,9.248108885,0.000237865,32.61,0.041321458,22755.29,2.798380316,6805.81,1.337449106,143.81,153.82,100.28,100.15,99.73,Normal,Normal
1514,Tool1,P8CB1600GH00,P8CB1600DG08,RUN_1ST_23,CB,2011-06-07 20:56,OK,336.95,0.590849459,358.74,0.437493801,133,0,0.119125,0.01,26.59,0.497350273,1993.7,3.688949844,39981.36,82.10458628,24984.74,4.99104249,0,22.91,0.011529446,10005.45,1.503219321,370.14,47.85,1.386758449,2986.01,3.634634659,66006.89,31.81021378,28990.27,5.504095284,0.000215936,33.48,0.053507174,22969.09,2.595752776,6802.75,2.381531877,223.4,179.94,99.18,98.31,97.37,Normal,Normal
1515,Tool2,P8CB1600GK00,P8CB1600DM17,RUN_1ST_23,CB,2011-06-07 21:15,OK,336.69,0.69340253,358.98,0.134009589,132,0,0.082275,0.01,26.16,0.369989429,1825.32,3.304491146,40021.81,25.10091213,25006.59,9.330265021,0.000438019,22.19,0.030076541,9889.34,1.445520176,750.05,46.5,1.219435429,2625.32,2.974967163,66028.9,33.99017895,29014,14.31520365,0.000190574,32.38,0.06795515,22722.6,2.923836117,6786.77,6.463317359,252.95,263.93,99.71,99.19,98.22,Normal,Normal
1516,Tool3,P8CA16004600,P8CA16003505,RUN_1ST_23,CA,2011-06-07 22:04,OK,337.61,0.539311352,358.94,0.23998265,135,0.067676348,0.083625,0,39,0,1986.2,4.294829479,40086.9,31.73505625,24985.3,16.66131798,0,20.66,0.008856383,9892.84,1.954298487,376.98,67.7,0.7793622,2956.37,2.874281387,66108.41,29.041571,28994.94,12.2027232,0.000355537,31.4,0.05469692,22743.9,2.615879658,6784.74,2.184791032,133.06,282.24,100.31,99.6,99.09,Normal,Normal
1517,Tool4,P8CA16004800,P8CA16003401,RUN_1ST_23,CA,2011-06-07 22:10,OK,339.38,0.598391806,359.41,0.491988905,134,0,0.0945,0,30,0,1881.02,4.310552958,40047.61,22.75504169,25012.76,4.202833893,0,22.61,0.016533648,9898.91,1.70226095,612.1,48.35,0.498504334,2739.99,10.70997751,66036.89,37.95123662,29019.88,6.240399736,0.000219874,32.96,0.051323539,22734.01,3.038247583,6805.44,1.243995626,141.85,276.63,100.45,99.84,98.69,Normal,Normal
1518,Tool1,P8CA16004A00,P8CA16003611,RUN_1ST_23,CA,2011-06-07 22:36,OK,338.86,0.646834727,359.16,0.36972035,131.14,0.348844585,0.117625,0.01,28.02,0.150755672,1989.05,4.445821375,40020.81,44.53860693,24985.09,9.497609252,0,22.91,0.007735041,10005.7,2.097759116,417.51,51.41,1.014009943,2970.68,3.147323185,66000.24,30.72009572,28989.99,5.542886253,0.00029849,33.5,0.057308599,22970.79,2.85649122,6803.06,1.210269178,197.03,699.99,100.01,99.18,97.87,Normal,Normal
1519,Tool1,P8CA16004C00,P8CA16003418,RUN_1ST_23,CA,2011-06-07 23:12,OK,339.48,0.499874099,359.38,0.484554033,134,0,0.101375,0.01,37.11,0.317820863,1987.33,3.692744729,40019.53,45.74252332,24984.71,5.468093397,0,23.83,0.011069113,10005.33,2.059265725,384.3,62.72,0.44913435,2959.64,3.040001133,66009.85,40.35087549,28990.89,6.0851771,0.000246642,34.58,0.061953107,22970.22,2.854413302,6803.36,2.630771566,223.16,190.2,99.42,98.37,97.05,Normal,Normal
1520,Tool3,P8CA16004C00,P8CA16003203,RUN_1ST_23,CA,2011-06-07 23:19,OK,338.83,0.608381981,359.17,0.379769694,135,0,0.082125,0,37,0,1985.7,3.915262595,40102.88,24.11038688,24985.16,19.24701956,0,20.6,0.019348534,9892.46,2.027735244,396.75,65.27,0.701099449,2959.81,2.474862549,66107.34,23.92136436,28994.8,12.00892194,0.000242159,31.22,0.058509251,22743.4,2.649781375,6784.72,1.890107558,149.42,317.16,100.26,100.24,100.23,Normal,Normal
1521,Tool4,P8CA16004400,P8CA16003407,RUN_1ST_23,CA,2011-06-07 23:29,OK,338.3,0.689161453,359.09,0.293151784,135,0,0.0855,0,29,0,1881.38,4.900319511,40057.78,12.80362384,25012.51,9.527470724,0,22.54,0.01036213,9884.76,1.581023785,966.37,47.43,0.597727537,2744.04,5.068692645,66036.24,33.44278926,29020.19,6.852847322,0.0002625,32.77,0.058568334,22717.46,4.402945912,6804.63,2.121671669,150.4,117.68,99.89,99.51,98.73,Normal,Normal
1522,Tool1,P8CA16004F00,P8CA16003002,RUN_1ST_23,CA,2011-06-08 1:43,OK,337.48,0.499781891,358.24,0.429826346,130.98,0.131805289,0.114,0.01,33.82,0.386645767,2004.53,5.516916135,40026.21,41.68362904,24985.25,8.753959248,0,23.08,0.012760419,10005.7,1.999176916,358.66,59.49,0.582586459,2972.1,3.607487299,66003.67,31.58924615,28990.27,6.48652405,0.000237555,33.88,0.06121674,22970.97,2.73989578,6803.8,1.922443377,137.46,958.07,100.38,98.55,96.37,Normal,Normal
1523,Tool3,P8CA16004P00,P8CA16003B05,RUN_1ST_23,CA,2011-06-08 5:33,NG,337.61,0.487333722,358.76,0.42540853,132,0,0.09225,0,34,0,1983.98,4.228852373,40077.08,24.29258457,24982.59,27.75837189,0,20.38,0.022185076,9892.34,1.997353822,381.86,60.08,0.952847949,2953.03,2.698559177,66104.83,28.08003655,28993.94,15.13524528,0.000325626,30.86,0.035717529,22744.7,2.879073636,6784.67,2.136508588,150.89,813.28,100.78,99.38,98.19,Normal,Normal
1524,Tool1,P8CA16004P00,P8CA16003910,RUN_1ST_23,CA,2011-06-08 5:35,NG,338.5,0.513069004,359.12,0.323564515,131,0,0.118375,0.01,31,0,1997.42,5.207027109,40032.55,40.73880319,24984.1,6.428943056,0,23.1,0.012902118,10005.45,1.851400953,372.34,54.74,0.657304101,2969.09,2.268234014,66007.23,27.41196739,28989.79,5.591323516,0.000238115,33.75,0.051668832,22970.64,2.838303288,6804.1,2.376021295,227.31,696.09,100.41,98.84,97.16,Normal,Normal
1525,Tool3,P8CA16004M00,P8CA16003319,RUN_1ST_23,CA,2011-06-08 5:49,OK,339.56,0.496750401,359.36,0.48101751,132.54,0.498987355,0.092125,0,38.56,0.502518908,1983.22,4.149966533,40085.78,23.8178236,24983.21,16.46096229,0,20.64,0.011755076,9892.73,1.767159235,442.17,67.2,0.719401972,2948.7,3.161058902,66109.89,22.04466059,28993.63,12.33742878,0.000304395,31.31,0.053433903,22743.57,2.455727618,6783.37,1.951321406,174.33,138.19,100.87,99.56,98.58,Normal,Normal
1526,Tool3,P8CA16004R00,P8CA16003F08,RUN_1ST_23,CA,2011-06-08 6:10,OK,338.98,0.752648364,359.15,0.357565786,130,0,0.094125,0,40,0,1999.77,4.926735965,40083.57,23.606447,24985.99,28.09375943,0,20.66,0.017379911,9891.88,1.673384726,435.57,69.55,0.675488622,2994.29,26.80621676,66096.65,24.10433582,28994.23,17.29213523,0.000294861,31.36,0.06577044,22743.96,3.083564943,6783.83,1.709214118,192.64,366.72,101.23,100.29,99.77,Normal,Normal
1527,Tool3,P8CA16004T00,P8CA16003N14,RUN_1ST_23,CA,2011-06-08 6:45,OK,338.03,0.613628238,358.85,0.357420239,132.52,0.499955372,0.0955,0,43.71,0.458367767,1979.89,4.328668818,40104.66,35.59756834,24986.13,16.43464944,0,21.1,0.011946852,9892.21,1.590634976,378.2,74.05,0.657075124,2932.99,2.729086642,66109.75,20.78701743,28994.07,14.74683715,0.000242159,31.91,0.067854181,22743.75,2.574850662,6785.5,2.432378345,122.57,825,101.56,99.62,98.12,Normal,Normal
1528,Tool4,P8CA16004T00,P8CA16003N06,RUN_1ST_23,CA,2011-06-08 6:50,OK,336.9,0.658847745,358.64,0.481436628,131,0,0.09625,0.01,23.89,0.321038221,1879.3,3.625359937,40055.27,14.60280107,25011.93,8.462869707,0,22.22,0.008487648,9895.12,1.908880804,819.39,38.16,1.034933436,2736.81,4.08127554,66033.14,33.10891197,29019.83,9.268735404,0.000188869,32.47,0.053310847,22742.34,5.82873076,6805.05,2.87776302,136.24,131.84,100.23,99.62,98.38,Normal,Normal
1529,Tool1,P8CA16004W00,P8CA16003S13,RUN_1ST_23,CA,2011-06-08 7:09,OK,337.45,0.49827827,359.03,0.190948569,132,0,0.115375,0.01,28.07,0.254971706,1986.91,4.252595278,39995.17,67.03762049,24984.67,5.680706568,0,22.96,0.016773267,10005.83,1.733724882,403.59,51.02,0.901855253,2964.64,4.380934521,66005.92,31.76602207,28990.3,5.74032091,0.000265774,33.54,0.043302954,22969.77,2.900944663,6803.67,2.689982086,217.3,442.17,100.36,98.96,97.42,Normal,Normal
